id,typeid,gruppenavnkort,navn,fornavn,efternavn,biografi,periodeid,opdateringsdato,startdato,slutdato
16365,12,,Kristian Andersen,Kristian,Andersen,,,2015-11-20T15:04:45.857,,
16366,10,,Landbrugsrådgivning Syd og Familielandbruget i Syddanmark,,,,,2015-11-23T11:13:07.567,,
16367,12,,Pernille Schriver,Pernille,Schriver,,,2015-11-24T10:39:32.25,,
16368,10,,DACF Dansk Autocamper Forening,,,,,2015-11-24T13:49:38.157,,
16369,10,,Fællesforeningen Inuit,,,,,2015-11-24T13:56:21.553,,
16370,10,,Tænketanken Europa,,,,,2015-11-25T10:32:17.4,,
16371,12,,Holger Hagelberg,Holger,Hagelberg,,,2015-11-25T11:00:50.557,,
16372,10,,No Name,,,,,2015-11-25T13:17:34.597,,
16374,5,,Anders Johansson,Anders,Johansson,"<member><url>/medlemmer/mf/a/anders-johansson</url><status>0</status><formattedDateLongMonth>6. juni 2019</formattedDateLongMonth><profession>Selvstændig</profession><firstname>Anders</firstname><lastname>Johansson</lastname><party>Det Konservative Folkeparti</party><partyShortname>KF</partyShortname><title>Anders Johansson (KF)</title><pictureMiRes>https://websccm40.ft.dk:443/-/media/cv/foto/2015/kf/anders-johansson/anders_johansson_500,-d-,jpg.ashx</pictureMiRes><pictureHiRes>https://websccm40.ft.dk:443/-/media/cv/foto/2015/kf/anders-johansson/anders_johansson-fotograf_folketinget.ashx</pictureHiRes><sex>Mand</sex><born>09-03-1981</born><died/><educationStatistic/><occupationStatistic/><personalInformation><memberData>Anders Retz Johansson, født 9. marts 1981.</memberData><function><formattedTitle>Fhv. stedfortræder</formattedTitle><formattedTitles>Fhv. stedfortræder</formattedTitles><functionStartDate>5. juni 2019</functionStartDate></function></personalInformation><career><substitutes><substitute>Midlertidigt folketingsmedlem for Det Konservative Folkeparti i Fyns Storkreds 15. december 2016 - 5. juni 2019 (Stedfortræder for Mai Mercado).</substitute><substitute>Midlertidigt folketingsmedlem for Det Konservative Folkeparti i Fyns Storkreds 26. april 2016 - 27. november 2016 (Stedfortræder for Mai Mercado).</substitute><substitute>Midlertidigt folketingsmedlem for Det Konservative Folkeparti i Fyns Storkreds 4. december 2015 - 19. januar 2016 (Stedfortræder for Mai Mercado).</substitute></substitutes><parliamentaryPositionsOfTrust><editorFormattedText><p>N&amp;aelig;stformand, gruppeformand og gruppesekret&amp;aelig;r for den konservative folketingsgruppe fra 2018.&amp;nbsp;</p></editorFormattedText></parliamentaryPositionsOfTrust></career><websites><websiteUrl><url>https://andersjohansson.dk</url><desciption>https://andersjohansson.dk</desciption><linkType>external</linkType></websiteUrl></websites></member>",,2021-04-07T19:20:35.493,2015-12-04T00:00:00,2016-01-19T00:00:00
16376,10,,Lundbeckfonden m.fl.,,,,,2015-11-26T11:41:31.107,,
16377,10,,Kristeligt Dagblad,,,,,2015-11-27T10:19:59.26,,
16378,12,,Hasse Jørgensen,Hasse,Jørgensen,,,2016-08-29T13:24:12,,
16379,12,,"Lene Frederiksen, Langeskov",Lene,"Frederiksen, Langeskov",,,2017-03-09T13:46:50.543,,
16380,10,,SEGES Planter & Miljø,,,,,2015-11-27T16:12:48.263,,
16382,12,,Tine Loft Thomsen,,,,,2015-11-30T15:06:00.76,,
16384,3,MKU,Markedsudvalget,,,,95.0,2015-11-30T22:03:02.637,1953-09-22T00:00:00,1953-10-06T00:00:00
16385,3,MKU,Markedsudvalget,,,,96.0,2015-11-30T22:03:03.167,1953-10-06T00:00:00,1954-10-05T00:00:00
16386,3,MKU,Markedsudvalget,,,,97.0,2015-11-30T22:24:03.787,1954-10-05T00:00:00,1955-10-04T00:00:00
16387,3,MKU,Markedsudvalget,,,,98.0,2015-11-30T22:24:04.24,1955-10-04T00:00:00,1956-10-02T00:00:00
16388,3,MKU,Markedsudvalget,,,,99.0,2015-11-30T22:24:03.817,1956-10-02T00:00:00,1957-05-14T00:00:00
16389,3,MKU,Markedsudvalget,,,,100.0,2015-11-30T22:24:04.63,1957-05-14T00:00:00,1957-10-01T00:00:00
16390,3,MKU,Markedsudvalget,,,,101.0,2015-11-30T22:24:04.707,1957-10-01T00:00:00,1958-10-07T00:00:00
16391,3,MKU,Markedsudvalget,,,,102.0,2015-11-30T22:24:04.723,1958-10-07T00:00:00,1959-10-06T00:00:00
16392,3,MKU,Markedsudvalget,,,,103.0,2015-11-30T22:24:05.13,1959-10-06T00:00:00,1960-10-04T00:00:00
16393,3,MKU,Markedsudvalget,,,,104.0,2015-11-30T22:24:05.52,1960-10-04T00:00:00,1960-11-15T00:00:00
16394,3,MKU,Markedsudvalget,,,,105.0,2015-11-30T22:24:06.097,1960-11-15T00:00:00,1961-10-03T00:00:00
16395,3,MKU,Markedsudvalget,,,,36.0,2015-11-30T22:24:05.677,1962-10-02T00:00:00,1963-10-01T00:00:00
16396,3,MKU,Markedsudvalget,,,,106.0,2015-11-30T22:24:05.613,1961-10-03T00:00:00,1962-10-02T00:00:00
16397,3,MKU,Markedsudvalget,,,,108.0,2015-11-30T22:24:06.287,1964-09-22T00:00:00,1964-10-06T00:00:00
16398,3,MKU,Markedsudvalget,,,,60.0,2015-11-30T22:24:06.41,1979-10-23T00:00:00,1980-10-07T00:00:00
16399,3,MKU,Markedsudvalget,,,,78.0,2015-11-30T22:24:06.943,1992-10-06T00:00:00,1993-10-05T00:00:00
16400,3,MKU,Markedsudvalget,,,,79.0,2015-11-30T22:24:07.097,1993-10-05T00:00:00,1994-09-21T00:00:00
16401,3,MKU,Markedsudvalget,,,,80.0,2015-11-30T22:24:07.457,1994-09-21T00:00:00,1994-10-04T00:00:00
16402,3,ERU,Erhvervsudvalget,,,,85.0,2015-11-30T22:24:07.833,1999-10-05T00:00:00,2000-10-03T00:00:00
16403,3,ERU,Erhvervsudvalget,,,,19.0,2017-03-20T14:44:29.117,2003-10-07T00:00:00,2004-10-05T00:00:00
16404,3,BEU,Beskæftigelsesudvalget,,,,24.0,2015-11-30T22:24:09.38,2007-10-02T00:00:00,2007-11-13T00:00:00
16405,3,BEU,Beskæftigelsesudvalget,,,,22.0,2015-11-30T22:24:08.973,2005-10-04T00:00:00,2006-10-03T00:00:00
16406,3,BUU,Børne- og undervisningsudvalget,,,,27.0,2015-11-30T22:24:09.77,2009-10-06T00:00:00,2010-10-05T00:00:00
16407,3,BUU,Børne- og undervisningsudvalget,,,,28.0,2015-11-30T22:24:10.863,2010-10-05T00:00:00,2011-09-15T00:00:00
16408,3,MIU,Miljøudvalget,,,,28.0,2015-11-30T22:24:10.27,2010-10-05T00:00:00,2011-09-15T00:00:00
16409,3,MPU,Miljø- og planlægningsudvalget,,,,30.0,2015-11-30T22:24:11.02,2011-10-04T00:00:00,2012-10-02T00:00:00
16410,3,AMU,Arbejdsmarkedsudvalget,,,,30.0,2015-11-30T22:24:10.957,2011-10-04T00:00:00,2012-10-02T00:00:00
16411,3,FIV,Uddannelses- og forskningsudvalget,,,,31.0,2015-11-30T22:24:11.507,2012-10-02T00:00:00,2013-10-01T00:00:00
16412,12,,Benthe Stensgaard,,,,,2015-11-30T22:24:11.52,,
16413,10,,Grundejerforeningen Julianelund,,,,,2015-11-30T22:24:11.803,,
16414,10,,Lindskov Communication,,,,,2015-11-30T22:24:11.817,,
16415,5,,Sarah Raagaard Vilby,Sarah,Raagaard Vilby,,,2018-11-26T16:35:28.717,,
16416,12,,René Langhoff,,,,,2015-12-01T11:33:56.197,,
16417,10,,Veron Danmark ,,,,,2015-12-01T15:01:40.747,,
16418,12,,Vibeke Vind,,,,,2015-12-01T20:19:12.33,,
16419,10,,Klimarådet,,,,,2015-12-02T14:03:23.03,,
16420,10,,Den Sociale Retshjælps Fond,,,,,2015-12-04T12:28:30.6,,
16421,10,,De Frie Koreografer,,,,,2015-12-04T13:19:09.97,,
16423,12,,Thomas Fals,,,,,2015-12-07T10:43:46.927,,
16424,5,,Jesper Olsen,Jesper,Olsen,,,2021-02-11T13:11:30.23,2020-10-07T00:00:00,
16426,10,,Egholm Samråd,,,,,2015-12-08T23:05:28.037,,
16427,10,,MADE – Manufacturing Academy of Denmark,,,,,2015-12-09T15:03:27.487,,
16428,5,,Emrah Tuncer,Emrah,Tuncer,"<member><url>/medlemmer/mf/e/emrah-tuncer</url><status>0</status><formattedDateLongMonth>31. marts 2016</formattedDateLongMonth><profession/><firstname>Emrah</firstname><lastname>Tuncer</lastname><party>Radikale Venstre</party><partyShortname>RV</partyShortname><title>Emrah Tuncer (RV)</title><pictureMiRes>https://websccm40.ft.dk:443/-/media/cv/foto/2015/rv/emrah-tuncer/emrah_tuncer_500,-d-,jpg.ashx</pictureMiRes><pictureHiRes>https://websccm40.ft.dk:443/-/media/cv/foto/2015/rv/emrah-tuncer/emrah_tuncer-fotograf_folketinget.ashx</pictureHiRes><sex>Mand</sex><born>26-08-1978</born><died/><educationStatistic/><occupationStatistic/><addresses><address>Vejrhøj 18, 4300 Holbæk</address></addresses><phoneFolketinget>+45 3337 4704</phoneFolketinget><mobilePhone>+45 6162 3885</mobilePhone><emails><email>emrah.tuncer@ft.dk</email></emails><personalInformation><memberData>Emrah Tuncer, født 26. august 1978.</memberData><function><formattedTitle>Fhv. stedfortræder</formattedTitle><formattedTitles>Fhv. stedfortræder</formattedTitles><functionStartDate>31. marts 2016</functionStartDate></function></personalInformation><career><substitutes><substitute>Midlertidigt folketingsmedlem for Radikale Venstre i Sjællands Storkreds 1. januar 2016 - 31. marts 2016 (Stedfortræder for Zenia Stampe).</substitute></substitutes><parliamentaryPositionsOfTrust><editorFormattedText><p>Tidligere medlem af Energi-, Forsynings- og Klimaudvalget, Europaudvalget og Udenrigsudvalget.</p></editorFormattedText></parliamentaryPositionsOfTrust></career></member>",,2021-04-07T19:20:35.493,2016-01-01T00:00:00,2016-03-31T00:00:00
16429,12,,Lars Ritter Petersen,,,,,2015-12-10T09:44:57.523,,
16430,10,,Dansk Handicap Idræts-Forbund,,,,,2015-12-11T12:53:17.63,,
16431,12,,Peter Thomasen,,,,,2015-12-11T14:12:16.843,,
16432,12,,Jørn Glerup,,,,,2015-12-11T14:45:17.61,,
16433,10,,Danske Vingaarde,,,,,2015-12-14T11:51:09.08,,
16435,12,,Yvonne B. Madsen,,,,,2015-12-14T19:04:42.267,,
16439,10,,Computerworld.dk,,,,,2015-12-15T10:17:37.903,,
16440,12,,Peter Bechlund Nielsen,,,,,2015-12-15T10:58:11.89,,
16441,12,,Anders Peter Koed Doktor,,,,,2015-12-15T11:18:06.183,,
16442,12,,Esben Gustavussen,,,,,2015-12-16T12:57:29.34,,
16443,12,,Bjørn Flygenring,,,,,2015-12-16T13:14:49.663,,
16445,10,,Danmarks Restauranter & Cafeer (DRC),,,,,2015-12-16T16:08:40.133,,
16447,10,,KamillianerGaardens Hospice,,,,,2015-12-17T17:07:03.68,,
16448,5,,Martin Ryding Rosenkilde,Martin,Ryding Rosenkilde,,,2019-07-03T14:38:51.897,2019-07-04T00:00:00,
16449,10,,Århus Universitet,,,,,2015-12-18T14:35:21.327,,
16450,10,,The Velux Foundations,,,,,2015-12-18T14:35:55.907,,
16451,10,,Dam & Haugaard A/S,,,,,2015-12-18T14:57:36.147,,
16452,10,,Fredstedlund,,,,,2015-12-21T09:28:29.093,,
16453,10,,Airnet v/Jens Stenberg,,,,,2015-12-21T12:10:33.833,,
16454,10,,Aquamind,,,,,2015-12-22T10:26:43.59,,
16455,10,,Colitis-Crohn Foreningen,,,,,2015-12-22T10:38:45.45,,
16456,12,,Katja Michelsen,,,,,2015-12-22T11:33:35.503,,
16457,12,,Søren Marquardsen,,,,,2016-01-01T19:00:12.153,,
16458,12,,Peter Neerdorf,,,,,2016-01-01T19:05:54.217,,
16459,12,,Bjørn Olesen,,,,,2016-01-01T19:13:08.39,,
16460,12,,Frank Axelsen,,,,,2016-01-04T11:17:35.01,,
16461,12,,Peter Meyling,,,,,2016-01-05T11:41:01.743,,
16463,12,,Lars Brink,,,,,2016-01-05T14:50:37.82,,
16464,10,,Dansk Æg,,,,,2016-01-07T11:04:50.09,,
16465,10,,Dansk Slagtefjerkræ,,,,,2016-01-07T11:05:48.17,,
16466,10,,Dansk Affaldsforening,,,,,2016-01-07T11:35:13.437,,
16468,10,,AK Frem,,,,,2016-01-08T10:04:12.46,,
16469,10,,Danish Food Cluster,,,,,2016-01-08T11:59:29.63,,
16470,12,,Søren Ballegaard,,,,,2016-01-12T10:17:18.01,,
16471,12,,Regitze Larsen,,,,,2016-01-12T12:01:04.203,,
16473,5,,Malou Lunderød,Malou,Lunderød,"<member><url>/medlemmer/mf/m/malou-lunderoed</url><status>0</status><formattedDateLongMonth>6. juni 2019</formattedDateLongMonth><profession>Sekretariatsleder</profession><firstname>Malou</firstname><lastname>Lunderød</lastname><party>Socialdemokratiet</party><partyShortname>S</partyShortname><title>Malou Lunderød (S)</title><pictureMiRes>https://websccm40.ft.dk:443/-/media/cv/foto/2015/s/malou-lunderoed/malou_lunderoed_500.ashx</pictureMiRes><pictureHiRes>https://websccm40.ft.dk:443/-/media/cv/foto/2015/s/malou-lunderoed/malou_lunderoed-fotograf_steen_brogaard.ashx</pictureHiRes><sex>Kvinde</sex><born/><died>13-10-1986</died><educationStatistic/><occupationStatistic/><personalInformation><memberData><p>Marie-Louise Lunder&amp;oslash;d, f&amp;oslash;dt 13. oktober 1986 p&amp;aring; Frederiksberg. Datter af Helle Vibeke Lunder&amp;oslash;d.&amp;nbsp;Gift med Henrik Mielby. Parret har s&amp;oslash;nnen Daniel Mielby Lunder&amp;oslash;d.</p></memberData><function><formattedTitle>Fhv. medlem af Folketinget</formattedTitle><formattedTitles>Fhv. medlem af Folketinget;Fhv. stedfortræder</formattedTitles><functionStartDate>6. juni 2019</functionStartDate></function></personalInformation><career><constituencies><constituency>Folketingsmedlem for Socialdemokratiet i Nordsjællands Storkreds 6. september 2018 - 5. juni 2019.</constituency></constituencies><substitutes><substitute>Midlertidigt folketingsmedlem for Socialdemokratiet i Nordsjællands Storkreds 1. februar 2016 - 6. marts 2016 (Stedfortræder for Nick Hækkerup).</substitute></substitutes><nominations><nomination>Kandidat for Socialdemokratiet i Frederikssundkredsen 2012-2016.</nomination></nominations></career><educations><education>Cand.scient.pol., Københavns Universitet, 2012-2016.</education><education>Sproglig student, Frederiksværk Gymnasium, 2002-2005.</education></educations><occupations><occupation>Sekretariatsleder for Politik og Ledelse, Albertslund Kommune, 2018-2018.</occupation><occupation>Konsulent, Albertslund Kommune, 2013-2018.</occupation><occupation>Personlig assistent for økonomidirektøren, Gentofte Kommune, 2012-2013.</occupation></occupations><positionsOfTrust><editorFormattedText>Medlem af byrådet i Halsnæs Kommune 2006-2009.</editorFormattedText></positionsOfTrust></member>",,2021-04-07T19:20:35.493,2016-02-01T00:00:00,2016-03-06T00:00:00
16474,12,,"Niels Bjørn, Formand Urbanist",,,,,2016-01-13T21:39:27.26,,
16475,12,,Henrik Høegh,,,,,2016-01-18T09:42:54.817,,
16477,12,,Pia Bjerre Christensen,,,,,2016-01-18T10:20:38.62,,
16478,10,,Ingrediensforum,,,,,2016-01-18T14:25:46.5,,
16479,10,,Dansk Selskab for Folkesundhed,,,,,2016-01-18T20:40:05.487,,
16480,10,,Grev Danner Huset,,,,,2016-01-19T12:12:08.45,,
16481,10,,Blik & Rør Arbejderforbundet,,,,,2016-01-19T14:12:12.737,,
16482,12,,"Henrik Høeg, Snekkersten",,,,,2016-01-19T14:48:02.763,,
16484,10,,"Kallerupvej, rådgivnings- og kontaktcentret for demensramte og pårørende",,,,,2016-01-20T09:32:35.897,,
16485,10,,HH Ferries Group,,,,,2016-01-20T10:24:50.997,,
16486,12,,"Ralph Bollhorn, Vig",,,,,2016-01-20T10:43:05.81,,
16487,10,,UN Women,,,,,2016-01-20T12:42:35.307,,
16488,10,,RB Revision - Registreret Revisoranpartsselskab,,,,,2016-01-20T15:24:37.5,,
16489,12,,Birgit Holm-Petersen,,,,,2016-01-21T14:59:23.617,,
16490,10,,ShipCargo ApS,,,,,2016-01-21T17:11:17.787,,
16491,10,,Guldborgsund Forsyning,,,,,2016-01-21T17:15:17.1,,
16492,12,,Adam Frølund,,,,,2016-04-04T16:52:05.703,,
16493,12,,Birte Laursen,,,,,2016-01-22T18:20:03.987,,
16494,5,,Karen Jørgensen,Karen,Jørgensen,,,2020-12-04T09:24:46.093,2020-10-07T00:00:00,
16495,12,,Bodil Høgh-Guldberg,,,,,2016-01-25T13:25:03.617,,
16496,10,,Taxinævnet i Region Hovedstaden,,,,,2016-01-26T11:52:16.983,,
16499,10,,Solar Lightning Consultants ApS,,,,,2016-03-14T09:30:54.51,,
16500,12,,Børge Alsted Olsen,,,,,2016-03-14T09:30:54.557,,
16501,12,,Morten Mathiasen,,,,,2016-03-14T09:30:54.607,,
16502,12,,"Erik Gram, Måløv",,,,,2016-03-14T09:30:54.573,,
16503,5,,Anne Paulin,Anne,Paulin,"<member><url>/medlemmer/mf/a/anne-paulin</url><status>1</status><profession>Rådgiver</profession><firstname>Anne</firstname><lastname>Paulin</lastname><party>Socialdemokratiet</party><partyShortname>S</partyShortname><title>Anne Paulin (S)</title><pictureMiRes>https://websccm40.ft.dk:443/-/media/cv/foto/2019/s/anne-paulin/anne_paulin_500.ashx</pictureMiRes><pictureHiRes>https://websccm40.ft.dk:443/-/media/cv/foto/2019/s/anne-paulin/anne_paulin-fotograf_steen_brogaard.ashx</pictureHiRes><sex>Kvinde</sex><born>05-01-1988</born><died/><educationStatistic>LVU</educationStatistic><occupationStatistic>Privat</occupationStatistic><addresses><address>Folketinget, Christiansborg, 1240 København K</address></addresses><mobilePhone>+45 6162 5140</mobilePhone><emails><email>anne.paulin@ft.dk</email></emails><personalInformation><memberData><p>Anne Borch Paulin, f&amp;oslash;dt 5. januar 1988 i Skive. Gift.</p></memberData><function><formattedTitle>Medlem af Folketinget</formattedTitle><formattedTitles>Medlem af Folketinget;Fhv. stedfortræder</formattedTitles><functionStartDate>5. juni 2019</functionStartDate></function></personalInformation><career><currentConstituency>Folketingsmedlem for Socialdemokratiet i Vestjyllands Storkreds fra 5. juni 2019.</currentConstituency><substitutes><substitute>Midlertidigt folketingsmedlem for Socialdemokratiet i Vestjyllands Storkreds 2. februar 2016 - 3. juni 2016 (Stedfortræder for Thomas Jensen).</substitute></substitutes><nominations><nomination>Kandidat for Socialdemokratiet i Skivekredsen fra 2013.</nomination></nominations></career><educations><education>MSc. International Business and Politics, Copenhagen Business School og Columbia University, 2015-2015.</education><education>BSc. International Business and Politics, Copenhagen Business School, 2011-2011.</education><education>Sproglig student, Skive Gymnasium og HF, 2008-2008.</education></educations><occupations><occupation>Rådgiver, Energinet, 2017-2019.</occupation><occupation>Konsulent, TDC Group, 2015-2016.</occupation><occupation>Politisk medarbejder, Danmarks Socialdemokratiske Ungdom, 2013-2014.</occupation><occupation>Praktikant, Geelmuyden Kiese, 2013-2013.</occupation><occupation>Studentermedarbejder, Socialforvaltningen, Københavns Kommune, 2012-2012.</occupation><occupation>Studentermedarbejder, 3F - Fælles Fagligt Forbund, 2010-2011.</occupation></occupations><positionsOfTrust><positionOfTrust>Medlem af bestyrelsen for Dansk Institut for Partier og Demokrati 2010-2012.</positionOfTrust><positionOfTrust>Vicepræsident for International Union of Socialists Youth 2010-2012.</positionOfTrust><positionOfTrust>Medlem af forretningsudvalget for Danmarks Socialdemokratiske Ungdom 2006-2010.</positionOfTrust><positionOfTrust>Formand for Danmarks Socialdemokratiske Ungdom Skive 2005-2006.</positionOfTrust></positionsOfTrust><spokesmen><spokesman>Energiordfører</spokesman><spokesman>Forsyningsordfører</spokesman><spokesman>Klimaordfører</spokesman></spokesmen><websites><websiteUrl><url>https://www.annepaulin.dk/</url><desciption>www.annepaulin.dk/</desciption><linkType>external</linkType></websiteUrl></websites><facebookProfiles><facebookUrl><url>https://www.facebook.com/AnnePaulin2/</url><desciption>www.facebook.com/AnnePaulin2/</desciption><linkType>external</linkType></facebookUrl></facebookProfiles><twitterProfiles><twitterUrl><url>https://twitter.com/paulin_anne</url><desciption>twitter.com/paulin_anne</desciption><linkType>external</linkType></twitterUrl></twitterProfiles></member>",,2021-04-07T19:20:35.493,2016-02-02T00:00:00,2016-06-03T00:00:00
16504,12,,Klaus Robdrup,,,,,2016-03-14T09:30:54.76,,
16505,12,,Alex Holmstedt,,,,,2016-03-14T09:30:54.807,,
16506,12,,Søren Blom,Søren,Blom,,,2016-08-29T15:39:16.457,,
16507,12,,Torben Engqvist,,,,,2016-03-14T09:30:54.84,,
16510,10,,Biometric Solutions ApS,,,,,2016-03-14T09:30:54.87,,
16511,12,,James Yates,,,,,2016-03-14T09:30:55.387,,
16512,10,,Den tyrkiste Ambassade i Danmark,,,,,2016-03-14T09:30:55.45,,
16513,12,,Merete Ipsen,,,,,2016-03-14T09:30:55.463,,
16514,12,,Lone Møller,,,,,2016-03-14T09:30:55.463,,
16515,12,,Merethe Pankoke,,,,,2016-03-14T09:30:55.51,,
16516,5,,Olivia Tilde Fryd Nilsson,Olivia Tilde,Fryd Nilsson,,,2018-11-26T16:34:38.967,,
16517,12,,Henny Hedegaard Jensen,,,,,2016-03-14T09:30:55.497,,
16518,5,,Caroline Bertram,Caroline,Bertram,,,2018-11-26T16:09:11.087,,
16519,5,,Julia Ballaschk,Julia,Ballaschk,,,2018-11-26T16:09:45.057,,
16520,10,,Energifonden,,,,,2016-03-14T09:30:55.747,,
16523,10,,LAG Halsnæs-Gribskov,,,,,2016-03-14T09:30:55.557,,
16524,5,,Olau Krarup Christensen,Olau,Krarup Christensen,,,2018-11-26T16:34:13.03,,
16525,10,,LAG Midt-Nordvestsjælland,,,,,2016-03-14T09:30:55.573,,
16526,10,,Danske Speditører,,,,,2016-03-14T09:30:55.76,,
16527,10,,Tørring UddannelsesCenter - TUC,,,,,2016-03-14T09:30:55.777,,
16528,10,,Dansk Selskab for Akutmedicin,,,,,2016-03-14T09:30:55.823,,
16529,12,,Carl Jørgen Heide,,,,,2016-03-14T09:30:55.997,,
16530,12,,Leif Bertelsen,,,,,2016-03-14T09:30:55.95,,
16531,10,,LAG Jammerbugt-Vesthimmerland,,,,,2016-03-14T09:30:56.057,,
16533,12,,Kåre Press-Kristensen,,,,,2016-03-14T09:30:55.857,,
16534,12,,Lone Faliu,,,,,2016-03-14T09:30:56.09,,
16536,10,,Patientprojector Danmark,,,,,2016-03-14T09:30:56.167,,
16537,10,,Nordvestjysk Erhvervsrådgivning,,,,,2016-03-14T09:30:56.247,,
16538,10,,Landsforeningen for Marfan Syndrom,,,,,2016-03-14T09:30:56.23,,
16539,10,,Netværk for stalkingramte og Troldenetværket,,,,,2016-03-14T09:30:56.277,,
16541,10,,Aktionsgruppen mod Diskrimination af Flygtninge i Lovgivningen,,,,,2016-03-14T09:30:56.34,,
16542,10,,Studenter-kompagniet,,,,,2016-03-14T09:30:56.48,,
16543,12,,Hans Jørgen Jensen,,,,,2016-03-14T09:30:56.37,,
16546,12,,Poul Otto Hansen,,,,,2016-03-14T09:30:56.433,,
16547,12,,René Knudsen,,,,,2016-03-14T09:30:56.51,,
16548,10,,NABU - Naturschutzbund Deutschland e.V.,,,,,2016-03-14T09:30:56.497,,
16549,10,,Integra A/S,,,,,2016-03-14T09:30:56.543,,
16550,10,,Globalt Fokus,,,,,2016-03-14T09:30:56.59,,
16551,12,,Gerda Wittrup,,,,,2016-03-14T09:30:56.793,,
16553,10,,ApS Korsør Glarmesterforening,,,,,2016-03-14T09:30:56.607,,
16554,10,,Det Sociale Netværk,,,,,2016-03-14T09:30:56.823,,
16555,12,,Nina Manley,,,,,2016-03-14T09:30:56.857,,
16557,12,,Nina Harning,,,,,2016-03-14T09:30:56.933,,
16559,10,,"HOFOR Fjernkøling, Att. Flemming Mieth",,,,,2016-03-14T09:30:56.963,,
16560,12,,Trine Schmidt Nielsen,Trine,Schmidt Nielsen,,,2019-09-09T12:30:38.423,,
16561,12,,Kaj Pedersen,,,,,2016-03-14T09:30:57.01,,
16562,10,,Ehrenberg Kommunikation,,,,,2016-03-14T09:30:56.997,,
16563,10,,4x48 TaxiNord,,,,,2016-03-14T09:30:57.043,,
16564,12,,John Berg,,,,,2016-03-14T09:30:57.153,,
16565,12,,Katrine Aagaard,,,,,2016-03-14T09:30:57.23,,
16566,5,,Inga Hove,Inga,Hove,,,2016-10-24T08:57:00.027,,
16570,5,,Dorthe Stokholm Abel,Dorthe,Stokholm Abel,,,2016-02-29T13:45:03.223,,
16571,10,,Danmarks Almene Boliger,,,,,2016-03-14T09:30:57.2,,
16572,12,,Birger Kristensen,,,,,2016-03-14T09:30:57.26,,
16573,10,,Wirtschaftsrat der CDU e. V. Landesverband Schleswig-Holstein,,,,,2016-03-14T09:30:57.73,,
16574,12,,"Arne Jensen, Holbæk",,,,,2016-03-14T09:30:57.323,,
16575,10,,Det Nederlandske Parlament,,,,,2016-03-14T09:30:57.76,,
16576,10,,HK Danmark,,,,,2016-03-14T09:30:57.747,,
16577,10,,Canal Digital Danmark,,,,,2016-03-14T09:30:57.807,,
16578,12,,Kasper Ørum Køhler Simonsen,,,,,2016-03-14T09:30:57.963,,
16579,12,,Lone Helmersen,,,,,2016-03-14T09:30:57.84,,
